Data,Produto,Categoria,Quantidade Vendida,Preço Unitário,Total de Vendas,Loja,ID
5/24/2024,Tablet C,Celular,71,800,64800,Loja 3,2054
5/24/2024,Tablet C,Celular,71,800,91200,Loja 3,2055
5/25/2024,Smartfone B,Celular,71,1500,135000,Loja 3,2056
5/25/2024,Tablet A,Celular,72,1200,50400,Loja 3,2057
5/26/2024,Tablet A,Celular,72,1200,4800,Loja 3,2058
5/26/2024,Tablet A,Celular,72,1200,12000,Loja 3,2059
5/27/2024,Smartfone B,Celular,72,1500,139500,Loja 3,2060
5/27/2024,Tablet A,Celular,72,1200,134400,Loja 3,2061
5/27/2024,Tablet A,Celular,72,1200,0,Loja 3,2062
5/27/2024,Tablet A,Celular,72,1200,56400,Loja 3,2063
5/28/2024,Tablet A,Celular,72,1200,93600,Loja 3,2064
5/28/2024,Tablet B,Celular,72,1000,7000,Loja 3,2065
5/29/2024,Notebook A,Computadores,72,3000,357000,Loja 3,2066
5/29/2024,Smartfone B,Celular,72,1500,52500,Loja 3,2067
5/29/2024,Notebook A,Computadores,72,3000,114000,Loja 3,2068
5/30/2024,Notebook A,Computadores,72,3000,90000,Loja 3,2069
5/30/2024,Notebook B,Computadores,72,2500,107500,Loja 3,2070
5/30/2024,Smartfone B,Celular,72,1500,159000,Loja 3,2071
5/31/2024,Smartfone B,Celular,72,1500,178500,Loja 3,2072
6/1/2024,Smartfone B,Celular,72,1500,39000,Loja 3,2073
6/1/2024,Tablet A,Celular,72,1200,36000,Loja 3,2074
6/1/2024,Tablet A,Celular,72,1200,103200,Loja 3,2075
6/1/2024,Notebook A,Computadores,72,3000,174000,Loja 3,2076
6/2/2024,Tablet B,Celular,72,1000,27000,Loja 3,2077
6/2/2024,Tablet A,Celular,72,1200,136800,Loja 3,2078
6/2/2024,Smartfone B,Celular,72,1500,25500,Loja 3,2079
6/2/2024,Notebook A,Computadores,72,3000,303000,Loja 3,2080
6/2/2024,Smartfone B,Celular,72,1500,117000,Loja 3,2081
6/3/2024,Tablet A,Celular,72,1200,91200,Loja 3,2082
6/3/2024,Smartfone B,Celular,72,1500,115500,Loja 3,2083
6/3/2024,Tablet A,Celular,72,1200,104400,Loja 3,2084
6/3/2024,Tablet A,Celular,73,1200,68400,Loja 3,2085
6/4/2024,Smartfone B,Celular,73,1500,10500,Loja 3,2086
6/4/2024,Tablet B,Celular,73,1000,82000,Loja 3,2087
6/4/2024,Notebook A,Computadores,73,3000,264000,Loja 3,2088
6/5/2024,Tablet A,Celular,73,1200,55200,Loja 3,2089
6/5/2024,Smartfone B,Celular,73,1500,57000,Loja 3,2090
6/7/2024,Notebook A,Computadores,73,3000,342000,Loja 3,2091
6/7/2024,Notebook A,Computadores,73,3000,75000,Loja 3,2092
6/8/2024,Smartfone B,Celular,73,1500,124500,Loja 3,2093
6/8/2024,Tablet A,Celular,73,1200,18000,Loja 3,2094
6/8/2024,Tablet A,Celular,73,1200,140400,Loja 3,2095
6/8/2024,Smartfone A,Celular,73,2000,228000,Loja 3,2096
6/8/2024,Smartfone B,Celular,73,1500,136500,Loja 3,2097
6/9/2024,Smartfone A,Celular,73,2000,98000,Loja 3,2098
6/9/2024,Tablet B,Celular,73,1000,22000,Loja 3,2099
6/9/2024,Tablet A,Celular,73,1200,134400,Loja 3,2100
6/9/2024,Notebook A,Computadores,73,3000,360000,Loja 3,2101
6/10/2024,Tablet A,Celular,73,,0,Loja 3,2102
6/10/2024,Tablet A,Celular,73,1200,34800,Loja 3,2103
6/10/2024,Tablet A,Celular,73,1200,140400,Loja 3,2104
6/10/2024,Tablet A,Celular,73,1200,4800,Loja 3,2105
6/10/2024,Notebook A,Computadores,73,3000,12000,Loja 3,2106
6/10/2024,Tablet B,Celular,73,1000,14000,Loja 3,2107
6/11/2024,Tablet A,Celular,73,1200,4800,Loja 3,2108
6/11/2024,Tablet A,Celular,73,1200,36000,Loja 3,2109
6/12/2024,Notebook A,Computadores,73,3000,354000,Loja 3,2110
6/12/2024,Tablet A,Celular,74,1200,130800,Loja 3,2111
6/12/2024,Smartfone B,Celular,74,1500,88500,Loja 3,2112
6/13/2024,Tablet A,Celular,74,1200,114000,Loja 3,2113
6/13/2024,Smartfone B,Celular,74,1500,120000,Loja 3,2114
6/13/2024,Smartfone B,Celular,74,1500,126000,Loja 3,2115
6/13/2024,Tablet A,Celular,74,1200,39600,Loja 3,2116
6/14/2024,Smartfone B,Celular,74,1500,69000,Loja 3,2117
6/14/2024,Tablet A,Celular,74,1200,16800,Loja 3,2118
6/14/2024,Tablet A,Celular,74,1200,104400,Loja 3,2119
6/15/2024,Smartfone B,Celular,74,1500,133500,Loja 3,2120
6/15/2024,Smartfone A,Celular,74,2000,108000,Loja 3,2121
6/15/2024,Tablet A,Celular,74,1200,139200,Loja 3,2122
6/15/2024,Tablet A,Celular,74,1200,9600,Loja 3,2123
6/15/2024,Smartfone B,Celular,74,1500,30000,Loja 3,2124
6/16/2024,Smartfone B,Celular,74,1500,37500,Loja 3,2125
6/16/2024,Tablet A,Celular,74,1200,,Loja 3,2126
6/17/2024,Smartfone A,Celular,74,2000,146000,Loja 3,2127
6/17/2024,Tablet A,Celular,74,1200,38400,Loja 3,2128
6/18/2024,Notebook A,Computadores,74,3000,171000,Loja 3,2129
6/18/2024,Tablet A,Celular,74,1200,3600,Loja 3,2130
6/18/2024,Tablet A,Celular,74,1200,103200,Loja 3,2131
6/18/2024,Smartfone B,Celular,74,1500,34500,Loja 3,2132
6/18/2024,Tablet A,Celular,74,1200,115200,Loja 3,2133
6/18/2024,Tablet A,Celular,74,1200,3600,Loja 3,2134
6/19/2024,Smartfone B,Celular,74,1500,130500,Loja 3,2135
6/19/2024,Notebook A,Computadores,74,3000,117000,Loja 3,2136
6/19/2024,Smartfone B,Celular,74,1500,151500,Loja 3,2137
6/19/2024,Smartfone B,Celular,74,1500,94500,Loja 3,2138
6/19/2024,Tablet C,Celular,74,800,60800,Loja 3,2139
6/19/2024,Tablet A,Celular,74,1200,109200,Loja 3,2140
6/20/2024,Notebook A,Computadores,74,3000,18000,Loja 3,2141
6/20/2024,Notebook A,Computadores,74,3000,36000,Loja 3,2142
6/20/2024,Smartfone B,Celular,74,1500,33000,Loja 3,2143
6/21/2024,Smartfone B,Celular,74,1500,174000,Loja 3,2144
6/21/2024,Smartfone B,Celular,75,1500,73500,Loja 3,2145
6/21/2024,Smartfone B,Celular,75,1500,160500,Loja 3,2146
6/21/2024,Smartfone B,Celular,75,1500,39000,Loja 3,2147
6/21/2024,Notebook A,Computadores,75,3000,297000,Loja 3,2148
6/22/2024,Tablet B,Celular,75,1000,77000,Loja 3,2149
6/22/2024,Tablet A,Celular,75,1200,99600,Loja 3,2150
6/23/2024,Tablet C,Celular,75,800,87200,Loja 3,2151
6/23/2024,Tablet A,Celular,75,1200,103200,Loja 3,2152
6/23/2024,Tablet A,Celular,75,1200,67200,Loja 3,2153
6/24/2024,Tablet B,Celular,75,1000,103000,Loja 3,2154
6/25/2024,Tablet A,Celular,75,1200,138000,Loja 3,2155
6/26/2024,Tablet A,Celular,75,1200,54000,Loja 3,2156
6/27/2024,Smartfone B,Celular,75,1500,177000,Loja 3,2157
6/27/2024,Tablet C,Celular,75,800,91200,Loja 3,2158
6/27/2024,Smartfone B,Celular,75,1500,31500,Loja 3,2159
6/28/2024,Tablet A,Celular,75,1200,84000,Loja 3,2160
6/28/2024,Tablet C,Celular,75,800,45600,Loja 3,2161
6/29/2024,Smartfone B,Celular,75,1500,12000,Loja 3,2162
6/29/2024,Tablet A,Celular,75,1200,135600,Loja 3,2163
7/1/2024,Tablet C,Celular,75,800,94400,Loja 3,2164
7/1/2024,Notebook B,Computadores,75,2500,182500,Loja 3,2165
7/2/2024,Tablet A,Celular,75,1200,22800,Loja 3,2166
7/2/2024,Notebook A,Computadores,75,3000,57000,Loja 3,2167
7/3/2024,Notebook A,Computadores,75,3000,282000,Loja 3,2168
7/3/2024,Smartfone B,Celular,75,1500,99000,Loja 3,2169
7/3/2024,Smartfone A,Celular,75,2000,12000,Loja 3,2170
7/3/2024,Smartfone B,Celular,75,1500,66000,Loja 3,2171
7/4/2024,Notebook A,Computadores,76,3000,243000,Loja 3,2172
7/4/2024,Tablet A,Celular,76,1200,34800,Loja 3,2173
7/5/2024,Tablet C,Celular,76,800,34400,Loja 3,2174
7/5/2024,Notebook B,Computadores,76,2500,37500,Loja 3,2175
7/5/2024,Tablet A,Celular,76,1200,57600,Loja 3,2176
7/5/2024,Smartfone B,Celular,76,1500,48000,Loja 3,2177
7/5/2024,Smartfone B,Celular,76,1500,88500,Loja 3,2178
7/5/2024,Smartfone B,Celular,76,1500,0,Loja 3,2179
7/6/2024,Smartfone B,Celular,76,1500,144000,Loja 3,2180
7/6/2024,Smartfone B,Celular,76,1500,6000,Loja 3,2181
7/6/2024,Tablet A,Celular,76,1200,70800,Loja 3,2182
7/7/2024,Tablet B,Celular,76,1000,3000,Loja 3,2183
7/7/2024,Tablet A,Celular,76,1200,63600,Loja 3,2184
7/7/2024,Smartfone A,Celular,76,2000,94000,Loja 3,2185
7/8/2024,Smartfone A,Celular,76,2000,118000,Loja 3,2186
7/8/2024,Tablet A,Celular,76,1200,88800,Loja 3,2187
7/8/2024,Smartfone B,Celular,76,1500,159000,Loja 3,2188
7/9/2024,Notebook B,Computadores,76,2500,77500,Loja 3,2189
7/9/2024,Smartfone B,Celular,76,1500,46500,Loja 3,2190
7/9/2024,Smartfone B,Celular,76,1500,40500,Loja 3,2191
7/10/2024,Notebook A,Computadores,76,3000,21000,Loja 3,2192
7/10/2024,Notebook A,Computadores,76,3000,318000,Loja 3,2193
7/10/2024,Smartfone A,Celular,76,2000,114000,Loja 3,2194
7/11/2024,Tablet A,Celular,76,1200,117600,Loja 3,2195
7/11/2024,Tablet B,Celular,76,1000,93000,Loja 3,2196
7/11/2024,Notebook A,Computadores,76,3000,240000,Loja 3,2197
7/11/2024,Tablet C,Celular,76,800,73600,Loja 3,2198
7/12/2024,Notebook A,Computadores,76,3000,198000,Loja 3,2199
7/12/2024,Smartfone B,Celular,76,1500,79500,Loja 3,2200
7/12/2024,Notebook A,Computadores,76,3000,,Loja 3,2201
7/12/2024,Tablet A,Celular,76,1200,115200,Loja 3,2202
7/12/2024,Tablet C,Celular,77,800,48800,Loja 3,2203
7/13/2024,Notebook A,Computadores,77,3000,189000,Loja 3,2204
7/13/2024,Notebook A,Computadores,77,3000,309000,Loja 3,2205
7/13/2024,Tablet A,Celular,77,1200,122400,Loja 3,2206
7/13/2024,Tablet A,Celular,77,1200,135600,Loja 3,2207
7/13/2024,Smartfone B,Celular,77,1500,27000,Loja 3,2208
7/14/2024,Smartfone B,Celular,77,1500,52500,Loja 3,2209
7/15/2024,Smartfone B,Celular,77,1500,135000,Loja 3,2210
7/15/2024,Tablet B,Celular,77,1000,75000,Loja 3,2211
7/15/2024,Smartfone B,Celular,77,1500,87000,Loja 3,2212
7/15/2024,Smartfone B,Celular,77,1500,27000,Loja 3,2213
7/15/2024,Notebook B,Computadores,77,2500,22500,Loja 3,2214
7/15/2024,Smartfone B,Celular,77,1500,82500,Loja 3,2215
7/16/2024,Notebook A,Computadores,77,3000,,Loja 3,2216
7/16/2024,Notebook A,Computadores,77,3000,309000,Loja 3,2217
7/16/2024,Notebook A,Computadores,77,3000,240000,Loja 3,2218
7/17/2024,Tablet A,Celular,77,1200,85200,Loja 3,2219
7/17/2024,Notebook A,Computadores,77,3000,342000,Loja 3,2220
7/17/2024,Tablet A,Celular,77,1200,3600,Loja 3,2221
7/17/2024,Smartfone A,Celular,77,2000,20000,Loja 3,2222
7/17/2024,Tablet A,Celular,77,1200,7200,Loja 3,2223
7/17/2024,Notebook A,Computadores,77,3000,282000,Loja 3,2224
7/18/2024,Notebook B,Computadores,77,2500,52500,Loja 3,2225
7/19/2024,Smartfone B,Celular,77,1500,73500,Loja 3,2226
7/19/2024,Notebook A,Computadores,77,3000,321000,Loja 3,2227
7/21/2024,Tablet B,Celular,77,1000,41000,Loja 3,2228
7/21/2024,Tablet C,Celular,77,800,89600,Loja 3,2229
7/22/2024,Tablet A,Celular,78,1200,128400,Loja 3,2230
7/23/2024,Tablet A,Celular,78,1200,126000,Loja 3,2231
7/24/2024,Notebook A,Computadores,78,3000,18000,Loja 3,2232
7/24/2024,Smartfone A,Celular,78,2000,50000,Loja 3,2233
7/24/2024,Notebook A,Computadores,78,3000,228000,Loja 3,2234
7/25/2024,Smartfone B,Celular,78,1500,57000,Loja 3,2235
7/25/2024,Tablet A,Celular,78,1200,25200,Loja 3,2236
7/26/2024,Notebook A,Computadores,78,3000,297000,Loja 3,2237
7/26/2024,Smartfone B,Celular,78,1500,120000,Loja 3,2238
7/26/2024,Tablet B,Celular,78,1000,79000,Loja 3,2239
7/26/2024,Tablet C,Celular,78,800,64800,Loja 3,2240
7/27/2024,Tablet A,Celular,78,1200,90000,Loja 3,2241
7/27/2024,Tablet A,Celular,78,1200,25200,Loja 3,2242
7/28/2024,Tablet B,Celular,78,1000,38000,Loja 3,2243
7/28/2024,Smartfone B,Celular,78,1500,168000,Loja 3,2244
7/29/2024,Notebook A,Computadores,78,3000,336000,Loja 3,2245
7/29/2024,Notebook A,Computadores,78,3000,279000,Loja 3,2246
7/29/2024,Tablet C,Celular,78,800,35200,Loja 3,2247
7/29/2024,Tablet A,Celular,78,1200,40800,Loja 3,2248
7/31/2024,Smartfone B,Celular,78,1500,130500,Loja 3,2249
7/31/2024,Tablet C,Celular,78,800,6400,Loja 3,2250
7/31/2024,Smartfone A,Celular,78,2000,104000,Loja 3,2251
7/31/2024,Notebook A,Computadores,78,3000,51000,Loja 3,2252
7/31/2024,Tablet A,Celular,78,1200,91200,Loja 3,2253
7/31/2024,Smartfone B,Celular,78,1500,73500,Loja 3,2254
8/1/2024,Tablet C,Celular,78,800,64800,Loja 3,2255
8/1/2024,Notebook B,Computadores,78,2500,15000,Loja 3,2256
8/1/2024,Tablet A,Celular,78,1200,38400,Loja 3,2257
8/1/2024,Tablet A,Celular,78,1200,117600,Loja 3,2258
8/2/2024,Smartfone B,Celular,78,1500,169500,Loja 3,2259
8/2/2024,Smartfone B,Celular,78,1500,105000,Loja 3,2260
8/2/2024,Tablet A,Celular,79,1200,84000,Loja 3,2261
8/2/2024,Notebook A,Computadores,79,3000,129000,Loja 3,2262
8/2/2024,Notebook A,Computadores,79,3000,282000,Loja 3,2263
8/2/2024,Tablet C,Celular,79,800,34400,Loja 3,2264
8/3/2024,Smartfone B,Celular,79,1500,24000,Loja 3,2265
8/3/2024,Notebook A,Computadores,79,3000,354000,Loja 3,2266
8/4/2024,Smartfone A,Celular,79,2000,152000,Loja 3,2267
8/4/2024,Smartfone B,Celular,79,1500,111000,Loja 3,2268
8/5/2024,Smartfone B,Celular,79,1500,84000,Loja 3,2269
8/5/2024,Notebook A,Computadores,79,3000,336000,Loja 3,2270
8/5/2024,Smartfone B,Celular,79,1500,25500,Loja 3,2271
8/6/2024,Smartfone B,Celular,79,1500,10500,Loja 3,2272
8/6/2024,Notebook A,Computadores,79,3000,144000,Loja 3,2273
8/6/2024,Smartfone B,Celular,79,1500,54000,Loja 3,2274
8/8/2024,Tablet A,Celular,79,1200,108000,Loja 3,2275
8/8/2024,Smartfone B,Celular,79,1500,21000,Loja 3,2276
8/9/2024,Tablet A,Celular,79,1200,80400,Loja 3,2277
8/9/2024,Tablet A,Celular,79,1200,10800,Loja 3,2278
8/10/2024,Smartfone B,Celular,79,1500,169500,Loja 3,2279
8/10/2024,Notebook A,Computadores,79,3000,162000,Loja 3,2280
8/11/2024,Smartfone B,Celular,79,1500,94500,Loja 3,2281
8/12/2024,Tablet A,Celular,79,1200,48000,Loja 3,2282
8/12/2024,Notebook B,Computadores,79,2500,75000,Loja 3,2283
8/13/2024,Tablet A,Celular,79,1200,36000,Loja 3,2284
8/13/2024,Smartfone B,Celular,80,1500,54000,Loja 3,2285
8/14/2024,Notebook A,Computadores,80,3000,129000,Loja 3,2286
8/14/2024,Smartfone B,Celular,80,1500,75000,Loja 3,2287
8/15/2024,Notebook B,Computadores,80,2500,117500,Loja 3,2288
8/15/2024,Tablet A,Celular,80,1200,69600,Loja 3,2289
8/15/2024,Notebook B,Computadores,80,2500,37500,Loja 3,2290
8/15/2024,Smartfone A,Celular,80,2000,28000,Loja 3,2291
8/16/2024,Notebook A,Computadores,80,3000,78000,Loja 3,2292
8/18/2024,Smartfone B,Celular,80,1500,144000,Loja 3,2293
8/18/2024,Notebook A,Computadores,80,3000,204000,Loja 3,2294
8/18/2024,Tablet A,Celular,80,1200,10800,Loja 3,2295
8/18/2024,Smartfone A,Celular,80,2000,212000,Loja 3,2296
8/18/2024,Notebook A,Computadores,80,3000,267000,Loja 3,2297
8/19/2024,Smartfone B,Celular,80,1500,51000,Loja 3,2298
8/19/2024,Smartfone B,Celular,80,1500,156000,Loja 3,2299
8/19/2024,Notebook A,Computadores,80,3000,165000,Loja 3,2300
8/20/2024,Smartfone B,Celular,80,1500,66000,Loja 3,2301
8/20/2024,Tablet A,Celular,80,1200,127200,Loja 3,2302
8/20/2024,Tablet A,Celular,80,1200,72000,Loja 3,2303
8/21/2024,Smartfone B,Celular,80,1500,31500,Loja 3,2304
8/21/2024,Notebook B,Computadores,80,2500,162500,Loja 3,2305
8/22/2024,Notebook A,Computadores,81,3000,324000,Loja 3,2306
8/22/2024,Tablet A,Celular,81,1200,81600,Loja 3,2307
8/22/2024,Tablet A,Celular,81,1200,110400,Loja 3,2308
8/23/2024,Smartfone B,Celular,81,1500,180000,Loja 3,2309
8/25/2024,Tablet B,Celular,81,1000,87000,Loja 3,2310
8/25/2024,Notebook A,Computadores,81,3000,243000,Loja 3,2311
8/26/2024,Tablet A,Celular,81,1200,16800,Loja 3,2312
8/26/2024,Tablet A,Celular,81,1200,70800,Loja 3,2313
8/27/2024,Smartfone B,Celular,81,1500,70500,Loja 3,2314
8/27/2024,Notebook A,Computadores,81,3000,315000,Loja 3,2315
8/27/2024,Notebook A,Computadores,81,3000,264000,Loja 3,2316
8/27/2024,Smartfone B,Celular,81,1500,1500,Loja 3,2317
8/28/2024,Tablet A,Celular,81,1200,61200,Loja 3,2318
8/28/2024,Tablet A,Celular,81,1200,16800,Loja 3,2319
8/28/2024,Smartfone B,Celular,81,1500,96000,Loja 3,2320
8/29/2024,Tablet C,Celular,81,800,74400,Loja 3,2321
8/29/2024,Smartfone B,Celular,81,1500,147000,Loja 3,2322
8/29/2024,Smartfone A,Celular,81,2000,54000,Loja 3,2323
8/30/2024,Tablet C,Celular,81,800,80000,Loja 3,2324
8/30/2024,Smartfone B,Celular,81,1500,60000,Loja 3,2325
8/31/2024,Tablet A,Celular,81,1200,32400,Loja 3,2326
8/31/2024,Tablet A,Celular,81,1200,3600,Loja 3,2327
8/31/2024,Tablet A,Celular,81,1200,86400,Loja 3,2328
8/31/2024,Smartfone B,Celular,81,1500,99000,Loja 3,2329
8/31/2024,Notebook A,Computadores,81,3000,303000,Loja 3,2330
8/31/2024,Tablet C,Celular,81,800,76800,Loja 3,2331
9/1/2024,Notebook A,Computadores,81,3000,57000,Loja 3,2332
9/1/2024,Notebook A,Computadores,81,3000,237000,Loja 3,2333
9/1/2024,Tablet A,Celular,81,1200,99600,Loja 3,2334
9/2/2024,Smartfone A,Celular,81,2000,28000,Loja 3,2335
9/3/2024,Smartfone B,Celular,81,1500,156000,Loja 3,2336
9/3/2024,Notebook B,Computadores,82,2500,110000,Loja 3,2337
9/4/2024,Smartfone B,Celular,82,1500,120000,Loja 3,2338
9/4/2024,Tablet C,Celular,82,800,20000,Loja 3,2339
9/4/2024,Tablet B,Celular,82,1000,99000,Loja 3,2340
9/4/2024,Smartfone B,Celular,82,1500,138000,Loja 3,2341
9/5/2024,Tablet C,Celular,82,800,16800,Loja 3,2342
9/5/2024,Smartfone A,Celular,82,2000,96000,Loja 3,2343
9/5/2024,Notebook A,Computadores,82,3000,201000,Loja 3,2344
9/5/2024,Smartfone B,Celular,82,1500,87000,Loja 3,2345
9/5/2024,Smartfone B,Celular,82,1500,103500,Loja 3,2346
9/5/2024,Notebook A,Computadores,82,3000,288000,Loja 3,2347
9/6/2024,Tablet C,Celular,82,800,63200,Loja 3,2348
9/6/2024,Tablet C,Celular,82,800,65600,Loja 3,2349
9/7/2024,Tablet A,Celular,82,1200,72000,Loja 3,2350
9/7/2024,Smartfone B,Celular,82,1500,70500,Loja 3,2351
9/7/2024,Smartfone B,Celular,82,1500,4500,Loja 3,2352
9/8/2024,Tablet B,Celular,82,1000,119000,Loja 3,2353
9/8/2024,Smartfone B,Celular,82,1500,21000,Loja 3,2354
9/8/2024,Tablet A,Celular,82,1200,61200,Loja 3,2355
9/8/2024,Smartfone B,Celular,82,1500,106500,Loja 3,2356
9/9/2024,Smartfone B,Celular,82,1500,55500,Loja 3,2357
9/10/2024,Smartfone B,Celular,82,1500,114000,Loja 3,2358
9/10/2024,Tablet C,Celular,82,800,74400,Loja 3,2359
9/10/2024,Notebook A,Computadores,82,3000,150000,Loja 3,2360
9/10/2024,Notebook A,Computadores,82,3000,123000,Loja 3,2361
9/10/2024,Notebook B,Computadores,83,2500,82500,Loja 3,2362
9/12/2024,Smartfone B,Celular,83,1500,151500,Loja 3,2363
9/12/2024,Tablet A,Celular,83,1200,118800,Loja 3,2364
9/12/2024,Notebook A,Computadores,83,3000,336000,Loja 3,2365
9/12/2024,Smartfone B,Celular,83,1500,96000,Loja 3,2366
9/12/2024,Notebook A,Computadores,83,3000,129000,Loja 3,2367
9/13/2024,Tablet A,Celular,83,1200,110400,Loja 3,2368
9/13/2024,Tablet A,Celular,83,1200,81600,Loja 3,2369
9/13/2024,Notebook A,Computadores,83,3000,141000,Loja 3,2370
9/14/2024,Tablet A,Celular,83,1200,129600,Loja 3,2371
9/14/2024,Notebook A,Computadores,83,3000,108000,Loja 3,2372
9/14/2024,Notebook A,Computadores,83,3000,255000,Loja 3,2373
9/15/2024,Notebook A,Computadores,83,3000,195000,Loja 3,2374
9/15/2024,Smartfone B,Celular,83,1500,28500,Loja 3,2375
9/15/2024,Smartfone B,Celular,83,1500,33000,Loja 3,2376
9/17/2024,Notebook A,Computadores,83,3000,27000,Loja 3,2377
9/17/2024,Tablet B,Celular,83,1000,96000,Loja 3,2378
9/18/2024,Tablet A,Celular,83,1200,105600,Loja 3,2379
9/18/2024,Smartfone B,Celular,83,1500,51000,Loja 3,2380
9/19/2024,Tablet A,Celular,83,1200,13200,Loja 3,2381
9/19/2024,Tablet B,Celular,83,1000,49000,Loja 3,2382
9/19/2024,Smartfone A,Celular,83,2000,124000,Loja 3,2383
9/19/2024,Notebook A,Computadores,83,3000,165000,Loja 3,2384
9/19/2024,Smartfone B,Celular,83,1500,114000,Loja 3,2385
9/20/2024,Smartfone B,Celular,84,1500,105000,Loja 3,2386
9/20/2024,Notebook A,Computadores,84,3000,216000,Loja 3,2387
9/20/2024,Tablet B,Celular,84,1000,35000,Loja 3,2388
9/20/2024,Tablet A,Celular,84,1200,102000,Loja 3,2389
9/20/2024,Tablet A,Celular,84,1200,2400,Loja 3,2390
9/21/2024,Smartfone A,Celular,84,2000,142000,Loja 3,2391
9/21/2024,Smartfone B,Celular,84,1500,96000,Loja 3,2392
9/21/2024,Smartfone B,Celular,84,1500,126000,Loja 3,2393
9/21/2024,Smartfone B,Celular,84,1500,52500,Loja 3,2394
9/22/2024,Notebook B,Computadores,84,2500,132500,Loja 3,2395
9/22/2024,Smartfone B,Celular,84,1500,118500,Loja 3,2396
9/22/2024,Notebook B,Computadores,84,2500,2500,Loja 3,2397
9/23/2024,Smartfone A,Celular,84,2000,124000,Loja 3,2398
9/23/2024,Notebook A,Computadores,84,3000,270000,Loja 3,2399
9/23/2024,Notebook A,Computadores,84,3000,315000,Loja 3,2400
9/24/2024,Tablet A,Celular,84,1200,82800,Loja 3,2401
9/24/2024,Notebook A,Computadores,84,3000,30000,Loja 3,2402
9/25/2024,Notebook A,Computadores,84,3000,141000,Loja 3,2403
9/25/2024,Tablet A,Celular,84,1200,42000,Loja 3,2404
9/25/2024,Smartfone B,Celular,84,1500,12000,Loja 3,2405
9/25/2024,Smartfone B,Celular,84,1500,96000,Loja 3,2406
9/25/2024,Tablet C,Celular,84,800,4800,Loja 3,2407
9/25/2024,Tablet A,Celular,84,1200,98400,Loja 3,2408
9/26/2024,Notebook A,Computadores,84,3000,81000,Loja 3,2409
9/26/2024,Smartfone B,Celular,84,1500,142500,Loja 3,2410
9/27/2024,Tablet A,Celular,84,1200,9600,Loja 3,2411
9/27/2024,Notebook A,Computadores,84,3000,354000,Loja 3,2412
9/27/2024,Notebook A,Computadores,84,3000,204000,Loja 3,2413
9/28/2024,Tablet C,Celular,84,800,76800,Loja 3,2414
9/28/2024,Notebook A,Computadores,84,3000,6000,Loja 3,2415
9/29/2024,Notebook B,Computadores,84,2500,12500,Loja 3,2416
9/30/2024,Notebook B,Computadores,85,2500,77500,Loja 3,2417
9/30/2024,Notebook A,Computadores,85,3000,84000,Loja 3,2418
9/30/2024,Smartfone B,Celular,85,1500,28500,Loja 3,2419
10/1/2024,Smartfone A,Celular,85,2000,226000,Loja 3,2420
10/1/2024,Smartfone B,Celular,85,1500,115500,Loja 3,2421
10/1/2024,Smartfone B,Celular,85,1500,39000,Loja 3,2422
10/1/2024,Tablet B,Celular,85,1000,26000,Loja 3,2423
10/1/2024,Smartfone B,Celular,85,1500,100500,Loja 3,2424
10/2/2024,Smartfone B,Celular,85,1500,33000,Loja 3,2425
10/2/2024,Tablet A,Celular,85,1200,72000,Loja 3,2426
10/2/2024,Tablet A,Celular,85,1200,91200,Loja 3,2427
10/2/2024,Notebook A,Computadores,85,3000,108000,Loja 3,2428
10/3/2024,Smartfone B,Celular,85,1500,58500,Loja 3,2429
10/3/2024,Smartfone B,Celular,85,1500,102000,Loja 3,2430
10/3/2024,Notebook A,Computadores,85,3000,210000,Loja 3,2431
10/4/2024,Smartfone A,Celular,85,2000,174000,Loja 3,2432
10/4/2024,Tablet A,Celular,85,1200,121200,Loja 3,2433
10/4/2024,Smartfone B,Celular,85,1500,90000,Loja 3,2434
10/4/2024,Tablet A,Celular,85,1200,103200,Loja 3,2435
10/5/2024,Smartfone A,Celular,85,2000,26000,Loja 3,2436
10/6/2024,Smartfone B,Celular,85,1500,37500,Loja 3,2437
10/6/2024,Smartfone A,Celular,85,2000,88000,Loja 3,2438
10/7/2024,Smartfone A,Celular,85,2000,48000,Loja 3,2439
10/7/2024,Tablet B,Celular,85,1000,108000,Loja 3,2440
10/8/2024,Smartfone B,Celular,85,1500,136500,Loja 3,2441
10/8/2024,Tablet A,Celular,86,1200,76800,Loja 3,2442
10/9/2024,Tablet A,Celular,86,1200,120000,Loja 3,2443
10/10/2024,Notebook A,Computadores,86,3000,153000,Loja 3,2444
10/10/2024,Tablet A,Celular,86,1200,120000,Loja 3,2445
10/10/2024,Tablet C,Celular,86,800,40800,Loja 3,2446
10/11/2024,Notebook A,Computadores,86,3000,246000,Loja 3,2447
10/11/2024,Tablet B,Celular,86,1000,6000,Loja 3,2448
10/11/2024,Smartfone B,Celular,86,1500,75000,Loja 3,2449
10/11/2024,Tablet A,Celular,86,1200,97200,Loja 3,2450
10/11/2024,Tablet A,Celular,86,1200,49200,Loja 3,2451
10/11/2024,Notebook A,Computadores,86,3000,144000,Loja 3,2452
10/12/2024,Notebook A,Computadores,86,3000,216000,Loja 3,2453
10/12/2024,Smartfone A,Celular,86,2000,36000,Loja 3,2454
10/13/2024,Tablet A,Celular,86,1200,112800,Loja 3,2455
10/14/2024,Notebook B,Computadores,86,2500,60000,Loja 3,2456
10/16/2024,Smartfone B,Celular,86,1500,129000,Loja 3,2457
